,user,text
2741,saraellyn915,"I was sad to cancel 2 trips, but reminded why I do 95% of my travel with @SouthwestAir. I’ve already rebooked one of them for a month or so from now hoping this #coronavirus calms down by then, but knowing if I have to cancel a 2nd time, SWA makes it so easy."
2742,anumota,"#coronavirus: no one is giving courage to stand tall to look at how we can prevent this Virus: I am a caregiver: be happy, put on your best songs, dance, eat well, lemon tea, dress well, play crossword puzzles, let’s all take naps, do not discuss the virus with the elderly."
2743,TechyAshraf,"#Coronavirus: Section 144 Imposed In Shopian
@kansalrohit69 @diprjk"
2744,kyleRo33,"When no live sports are on due to #coronavirus , you watch @ConnorBarwin98 and the 2006 UC Bearcats play Syracuse in basketball. The fact that he could be a two sport D1 athlete is very impressive. @GoBEARCATS @Cuse_MBB"
2745,coronabunker,"Coronavirus in Marie Kondo voice: ""Does this human spark joy?"" #coronavirus #coronapocolypse #sparkjoy"
2746,ArchieChisnall,With all these events being delays because of #coronavirus I wouldn’t be surprised if @realDonaldTrump delays the next presidential election
2747,KalenjinSnipper,Tomorrow you will find @dailynation telling us the  first #CoronaVirus patient was in conduct with the Deputy President @WilliamsRuto.The system are busy cooking scandals through Ruto's name. Earlier I saw that the patient spend long time at WestonHotel. @Kenyans @citizentvkenya
2748,Riederwalder,I'm sorry...but @moneillsf just doesn't seem strong enough to get across and defend what the majority of us think should be done re: #coronavirus
2749,Max_Arel,"With the way people are buying toilet paper, it feels like we’re being threatened by the @Charmin bears instead of the #Coronavirus "
2750,CAWalden1,#CORONAVIRUS just cancelled my anniversary trip with my wife to @SandosLosCabos and I am heartbroken...
2751,dionysussays,#coronavirus So @realDonaldTrump refuses to take the test and is infecting folks left and right?
2752,Aaronrutter9,"going by @laura_woodsy story, the nations lifts have caught this #coronavirus as even the one at the  local sports centre of Lowestoft isn’t working "
2753,MLeonnaise,".....I miss VAR @SkySportsPL @premierleague
#coronavirus Enough is Enough"
2754,shivanigoud121,"Telangana goverment announced all schools, colleges, and theatres will be closed till 31 march.
And here still waiting when we will be asked to#WorkFromHome?
So scared to stepout.
@TelanganaCMO take a strict decision for corporate offices.
#coronavirus
#CoronavirusOutbreak"
2755,corona_mv," FLASH - The #Indian government has announced that it will treat #coronavirus as a ""disaster"", which allows it to take significant measures, notably by unlocking a national fund. (@PIB_India)"
2756,cruz1z,"I've always been a shaking hands kinda person.

Not anymore.

#Covid_19 #CoronaVirus"
2757,walkerslayer231,Still not 61 million #SwineFlu was worse yet no mass hysteria #Coronavirus
2758,mrityunjay309,#coronavirus.#goingToofc. Client would not allow me to work from home.They fear if I work from home there might be a possibility of data breach. Like seriously if we are working in clean ODC we can even memorize the data and take it home if we want to.
2759,LoppyLinda,Surely all NHS & care staff should be tested for #coronavirus ? Why are they not being? @BorisJohnson ?
2760,KennethRear,Several people who dined with @POTUS at Mara Lago have tested positive for #coronavirus.  I bet @realDonaldTrump already has #COVIDー19 and is now spreading it to his cabinet.  His public handshakes during the news conference yesterday set a terrible example.  #DontTrustTrump
2761,calric1998,Just been shopping in @Tesco and I would was shocked on how many empty shelves there are! Seriously people I would dread to think what we are like in an emergency! #cornoravirusuk #CoronaVirus #MentalShoppers
2762,earningdonuts,"The @NBA shuts down and they do everything to take care of all their employees. Meanwhile, @equinox is remaining open, won’t be supporting their employees at all, and is trying to find ways to get their trainers to charge members $130 for a FaceTime. #coronavirus #equinox"
2763,shaafi797,"Most common symptoms of #COVID19:
 
 Dry cough 
 Fever
 Aches & Pains
 Shortness of breath

 Not a runny nose or sneezing, according to @WHO officials.

 Knowing the signs of #coronavirus can help you protect yourself & your family."
2764,TwoSidesTooMany,"The Dems created their own fiction that the response by @realDonaldTrump was a failure, but the results are there and he saved countless lives. Even when called racist for his swift initial response... what guts! #coronavirus #TrumpVirus #Trump2020"
2765,thequ4nt,"$SBUX @starbucks Corporate office internal memo suggesting all Starbucks lobbies to be closed, drive-thru only? #coronavirus #COVID19"
2766,better_yoga,"What's going to win, #LArain or the #coronavirus? I'd say LA rain bc it's going to wash the most disgusting stuff into ocean, if the Cvirus is anywhere nearby, it's going to be massacred genetically by what Garcetti, Bonin, and all those lunatics created in LA! @LAVagrants"
2767,ZiriRan,Where is @elonmusk ? #coronavirus #coronapocalypse
2768,poppaellie,.@JoeBiden How will you ensure we have the strong scientific workforce needed to help protect our health and safety during crises like the #CoronaVirus outbreak? #DemDebate
2769,Jhepskie3,I like #btc but I don't like the #coronavirus
2770,Shanego13,"Hey @bubbagumpino and @ToneDigz @GoodBettorBets has to be struggling right now because of this #coronavirus .  I coach 1-2 grade soccer, and a 3-4 grade team.  Should we set some over unders and stream next weeks games?"
2771,kaliaamarjit,"In times of #CoronaVirus , hygiene in food becomes even more important.
Eat food that’s clean, hygienically prepared & properly cooked
Unclean & undercooked food can be a source of infections.
Wash hands thoroughly with soap & water
#EatRightIndia @fssaiindia

via NaMo App"
2772,CarrieButler1,"10 more #coronavirus deaths, can we please close our #schools & start protecting our children now? And the thousands of #teachers & support staff? Each school is a mass gathering. PLEASE @BorisJohnson @SkyNews"
2773,leopards_the,"Breaking: On March 15, PM Modi will lead India at a video conference of all SAARC members, to chalk out a strong common strategy to fight COVID-19 in the region.
@narendramodi
#CoronaVirusUpdates
#coronavirusinindia
#coronavirus"
2774,mynejad,"Just read an article by a @howellspace. on @Spacedotcom about Iran digging ""mass graves"" in Qum for #coronavirus victims. 2 unclear satellite photos, one a normal grave yard and an one of Qum city showing absolutely nothing!! Another hysterical story without any substance!!"
2775,Kinda__Bluish,Pretty sure @DCComics predicted the #coronavirus with #DCeased
2776,babazuriel,Only in Kenya the victims of #coronavirus have not being mentioned is this a sign of a failed state....why are we jocking with this disease @MigunaMiguna @ntvkenya @citizentvkenya @KTNNewsKE @RadioJamboKenya @Milele_FM
2777,CounselHigh,"In the meantime,  what's really going  on @AndrewGillum ?? I know you not going out like this! #coronapocalypse #coronavirus #CoronaOutbreak"
2778,kaylafunnygirl1,Just tweeted how I see the appeal of #Herdimmunity if gov tells vulnerable #isolate got replies asking how they eat. Well @BorisJohnson needs strategy to deliver food packs people could pay right away or if can't get to money then after crisis @BBCNews #coronavirus
2779,dougalwougal,"If the government want to keep people sane, share some positive survivor stories. There are a lot of horror stories coming from Italy. We need positivity #coronavirus #coronavirusuk #nicolasturgeon @NicolaSturgeon @BorisJohnson"
2780,advisor_anon,"We could use FDR right now...but, if we could get @realDonaldTrump @BarackObama @BillClinton @GWBLibrary @CarterLibrary to work together on the #coronavirus - a once-in-a-century event, we might advance the ball a little further and help calm the nation. #CoronaVirusUpdates"
2781,VinayKu58196613,"will financially loss to Bcci and govt if IPL and other sports not organized while india suffering more and more losses by crash of stock market and gdp is any option for organized to sports and ipl events with safe from #coronavirus
#AskSportsTak @vikrantgupta73 @rawatrahul9"
2782,FringeCenter,"The media operates off of viewers, clicks, and interaction. They don’t tell you the truth, they sell you the version of reality that causes the biggest price for advertisers #coronavirus is their new cash cow @EricRWeinstein @samtripoli @tconspiracyguys @HighersideChats @joerogan"
2783,BryherMaddie,"Anyone feeling a bit overwhelmed with #coronavirus ""news""?

Just opened @BBCNews app and first *16* articles in Top Stories all related to #COVID19 

I'd say information overload but I'm not sure much of it is really informative..."
2784,pavanshinde1002,"Our country is moving forward to Epidemic and current government didn't take any accurate step against #coronavirus how the people of India will be aware and aware about cure 
@BBCBreaking
@ABPNews"
2785,PPFLRadio,"“It’s sad that it took getting to this point for some of you to wash your nasty ass hands.” - @CBSSportsRadio on @939TheVille
#sports #CoronaVirus #COVID19"
